Id,LotFrontage,LotArea,Street,LotConfig,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1217,68,8930,Pave,Inside,RRAe,Norm,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,1318,584,0,1902,0,0,2,2,TA,8,0,Attchd,1978,Unf,2,539,Y,0,0,0,0,0,0,NA,4,2010,WD,Normal,112000
1218,72,8640,Pave,Inside,Norm,Norm,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,Mn,1300,GasA,Ex,Y,SBrkr,1314,0,0,1314,1,0,2,1,Gd,6,0,Attchd,2009,RFn,2,552,Y,135,112,0,0,0,0,NA,9,2009,New,Partial,229456
1219,52,6240,Pave,Inside,Norm,Norm,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,Slab,NA,NA,NA,0,GasA,Gd,N,SBrkr,672,240,0,912,0,0,1,1,TA,3,0,NA,NA,NA,0,0,N,0,0,0,0,0,0,NA,7,2006,WD,Normal,80500
1220,21,1680,Pave,Inside,Norm,Norm,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,672,546,0,1218,0,0,1,1,TA,7,0,NA,NA,NA,0,0,N,201,0,0,0,0,0,NA,4,2006,WD,Abnorml,91500
1221,66,7800,Pave,Inside,Norm,Norm,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,912,GasA,TA,Y,SBrkr,912,0,0,912,0,0,1,1,TA,5,0,Attchd,1964,Unf,1,288,Y,0,0,0,0,0,0,NA,11,2006,WD,Abnorml,115000
1222,55,8250,Pave,Inside,Feedr,Norm,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,952,GasA,Ex,Y,SBrkr,1211,0,0,1211,0,0,1,1,TA,5,1,Attchd,1968,Unf,1,322,Y,0,63,0,0,0,0,NA,8,2008,WD,Normal,134000
1223,78,10496,Pave,Inside,Artery,Norm,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Mn,1040,GasA,Ex,Y,SBrkr,1168,678,0,1846,0,0,2,1,TA,7,1,Attchd,1949,Unf,1,315,Y,0,0,0,0,0,0,GdWo,1,2007,WD,Normal,143000
1224,89,10680,Pave,Inside,Norm,Norm,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,Fa,No,2136,GasA,TA,N,FuseA,2136,0,0,2136,0,0,2,1,TA,7,0,Detchd,1951,Unf,2,528,Y,0,30,0,0,0,0,MnPrv,10,2006,WD,Normal,137900
1225,60,15384,Pave,Inside,RRAn,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,788,GasA,Ex,Y,SBrkr,788,702,0,1490,1,0,2,1,Gd,8,1,Attchd,2004,Fin,2,388,Y,100,75,0,0,0,0,NA,2,2008,WD,Normal,184000
1226,65,10482,Pave,Inside,Norm,Norm,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,CBlock,TA,TA,Av,588,GasA,Ex,Y,SBrkr,1138,0,0,1138,0,1,1,1,TA,6,0,Attchd,1958,RFn,1,264,Y,224,0,0,0,0,0,MnWw,6,2007,WD,Normal,145000
1227,86,14598,Pave,CulDSac,Feedr,Norm,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,894,GasA,Ex,Y,SBrkr,894,1039,0,1933,0,0,2,1,Gd,9,1,BuiltIn,2007,Fin,3,668,Y,100,18,0,0,0,0,NA,1,2008,WD,Normal,214000
1228,72,8872,Pave,Corner,Norm,Norm,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,CBlock,TA,TA,No,912,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,1,1,Gd,5,0,Detchd,1992,Unf,2,576,Y,0,240,0,0,0,0,NA,12,2008,WD,Normal,147000
1229,65,8769,Pave,Corner,Norm,Norm,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,PConc,Ex,TA,No,1702,GasA,Ex,Y,SBrkr,1702,0,0,1702,1,0,1,1,Ex,7,1,Attchd,2008,Fin,3,1052,Y,0,72,0,0,224,0,NA,10,2008,New,Partial,367294
1230,70,7910,Pave,Inside,Norm,Norm,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,CBlock,TA,TA,No,1075,GasA,Gd,Y,SBrkr,1507,0,0,1507,0,0,2,1,TA,7,0,Basment,1960,Unf,1,404,Y,0,0,0,0,0,0,GdWo,8,2008,WD,Normal,127000
1231,NA,18890,Pave,Inside,Feedr,RRAe,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,CBlock,Gd,TA,No,1361,GasA,Ex,Y,SBrkr,1361,1259,0,2620,0,0,2,2,TA,12,1,BuiltIn,1977,RFn,2,600,N,155,24,145,0,0,0,NA,8,2007,WD,Normal,190000
1232,70,7728,Pave,Inside,Norm,Norm,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,1106,GasA,TA,Y,SBrkr,1190,0,0,1190,1,0,1,1,TA,6,0,Attchd,1962,Unf,2,540,Y,0,18,0,0,0,0,GdWo,5,2006,WD,Normal,132500
1233,70,9842,Pave,FR2,Norm,Norm,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,Slab,NA,NA,NA,0,GasA,TA,Y,SBrkr,1224,0,0,1224,0,0,2,2,TA,6,0,CarPort,1962,Unf,2,462,Y,0,0,0,0,0,0,NA,3,2007,WD,Normal,101800
1234,NA,12160,Pave,Inside,Norm,Norm,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,CBlock,TA,TA,No,1188,GasA,Fa,Y,SBrkr,1188,0,0,1188,1,0,1,1,TA,6,0,Attchd,1959,RFn,2,531,Y,0,0,0,0,0,0,MnPrv,5,2010,COD,Abnorml,142000
1235,55,8525,Pave,Inside,Norm,Norm,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,PConc,TA,TA,Av,940,GasA,TA,N,FuseA,1024,940,0,1964,0,0,1,1,TA,7,0,NA,NA,NA,0,0,N,0,192,0,0,0,0,NA,11,2008,WD,Abnorml,130000
1236,96,13132,Pave,Inside,Norm,Norm,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,Gd,TA,Mn,747,GasA,Gd,Y,FuseF,892,892,0,1784,0,0,1,1,TA,9,0,Detchd,1914,Unf,1,180,N,203,40,0,0,0,0,NA,7,2006,WD,Normal,138887
1237,36,2628,Pave,Inside,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,PConc,Gd,TA,No,764,GasA,Ex,Y,SBrkr,764,862,0,1626,0,0,2,1,Gd,6,0,BuiltIn,2003,RFn,2,474,Y,0,27,0,0,0,0,NA,6,2010,WD,Normal,175500
1238,41,12393,Pave,FR2,Norm,Norm,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,847,GasA,Ex,Y,SBrkr,847,1101,0,1948,0,0,2,1,Gd,8,1,BuiltIn,2004,Fin,2,434,Y,100,48,0,0,0,0,NA,9,2006,WD,Normal,195000
1239,63,13072,Pave,Inside,RRAe,Norm,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1141,GasA,Ex,Y,SBrkr,1141,0,0,1141,0,0,1,1,TA,6,0,Detchd,2005,Unf,2,484,Y,0,0,0,0,0,0,NA,3,2006,WD,Abnorml,142500
1240,64,9037,Pave,Inside,Norm,Norm,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,1,Ex,6,1,Attchd,2006,RFn,2,472,Y,120,33,0,0,0,0,NA,12,2007,WD,Normal,265900
1241,65,8158,Pave,Inside,Norm,Norm,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1,0,2,1,Gd,8,0,Attchd,2003,RFn,2,543,Y,0,63,0,0,0,0,NA,7,2008,WD,Normal,224900
1242,83,9849,Pave,Inside,Norm,Norm,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Av,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,0,0,2,1,Gd,7,0,Attchd,2007,RFn,3,954,Y,0,56,0,0,0,0,NA,6,2007,New,Partial,248328
1243,85,10625,Pave,Inside,Norm,Norm,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,CBlock,Gd,TA,Gd,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1,0,2,1,Gd,6,2,Attchd,1974,RFn,2,528,Y,0,120,0,0,0,0,MnPrv,1,2010,WD,Family,170000
1244,107,13891,Pave,Inside,Norm,Norm,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Ex,Gd,Gd,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,1,0,2,1,Ex,7,1,Attchd,2006,Fin,3,850,Y,216,229,0,0,0,0,NA,9,2006,New,Partial,465000
1245,NA,11435,Pave,Corner,Norm,Norm,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,PConc,Gd,TA,No,792,GasA,Fa,Y,SBrkr,792,725,0,1517,0,0,1,1,Gd,7,2,Detchd,1931,Unf,2,400,Y,0,0,0,0,0,0,NA,6,2006,WD,Normal,230000
1246,78,12090,Pave,Inside,Norm,Norm,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,CBlock,Gd,TA,No,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,0,0,3,1,TA,7,1,BuiltIn,1984,Fin,2,477,Y,268,112,0,0,147,0,NA,1,2007,WD,Abnorml,178000
1247,65,8125,Pave,Inside,Norm,Norm,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,756,GasA,Ex,Y,SBrkr,756,797,0,1553,0,0,2,1,Gd,6,0,Attchd,2005,RFn,2,615,Y,0,45,0,0,0,0,NA,3,2006,New,Partial,186500
1248,NA,12328,Pave,Inside,Norm,Norm,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1,0,1,1,TA,6,0,Attchd,1976,Unf,3,888,Y,0,0,0,0,0,0,NA,5,2010,WD,Normal,169900
1249,60,9600,Pave,Inside,Norm,Norm,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,BrkTil,Gd,TA,No,735,OthW,Fa,N,SBrkr,1134,924,0,2058,0,0,1,1,TA,8,1,Detchd,1950,Unf,2,396,P,0,0,259,0,0,0,NA,4,2008,WD,Normal,129500
1250,60,7200,Pave,Inside,Norm,Norm,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,876,GasA,TA,Y,SBrkr,988,0,0,988,0,0,1,1,TA,6,0,Attchd,1950,Unf,1,276,Y,0,80,0,0,0,0,NA,5,2007,WD,Normal,119000
1251,93,11160,Pave,Corner,Norm,Norm,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,1,0,2,1,Ex,8,2,Attchd,1968,Fin,2,522,Y,0,0,0,0,0,0,NA,4,2010,WD,Normal,244000
1252,NA,3136,Pave,Corner,Norm,Norm,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,PConc,Gd,TA,No,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,0,0,2,1,Gd,6,1,Attchd,2003,RFn,2,478,Y,148,36,0,0,0,0,NA,3,2006,WD,Normal,171750
1253,62,9858,Pave,Inside,Norm,Norm,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,874,0,0,874,1,0,1,1,TA,5,0,Attchd,1968,RFn,1,288,Y,33,0,0,0,0,0,GdWo,11,2009,WD,Normal,130000
1254,NA,17542,Pave,Inside,Norm,Norm,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Gd,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,1,0,2,1,Gd,9,2,Attchd,1974,RFn,2,518,Y,220,47,0,0,0,0,MnPrv,7,2007,WD,Normal,294000
1255,60,6931,Pave,Inside,Norm,Norm,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,746,GasA,Ex,Y,SBrkr,760,896,0,1656,0,0,2,1,Gd,7,1,BuiltIn,2003,Fin,2,397,Y,178,128,0,0,0,0,NA,7,2008,WD,Normal,165400
1256,52,6240,Pave,Inside,Norm,Norm,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,TA,Fa,No,884,GasA,TA,Y,FuseA,959,408,0,1367,0,0,1,1,TA,6,1,Detchd,1978,Unf,1,560,Y,0,0,0,0,120,0,NA,11,2007,WD,Normal,127500
1257,91,14303,Pave,Corner,Norm,Norm,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,PConc,Gd,TA,Gd,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1,0,2,1,Gd,7,1,Attchd,1994,Fin,2,691,Y,262,36,0,0,0,0,NA,8,2008,WD,Normal,301500
1258,56,4060,Pave,Corner,Feedr,Norm,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,Fa,TA,No,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,1,TA,4,0,NA,NA,NA,0,0,Y,0,96,0,0,0,0,NA,7,2009,WD,Normal,99900
1259,59,9587,Pave,Inside,Norm,Norm,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Gd,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1,0,2,1,Gd,5,0,Attchd,2005,Fin,2,400,Y,212,0,0,0,0,0,NA,7,2008,WD,Normal,190000
1260,65,9750,Pave,FR2,Norm,Norm,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1,0,1,1,TA,6,0,Attchd,1969,Unf,2,460,Y,180,0,0,0,80,0,NA,7,2008,WD,Normal,151000
1261,NA,24682,Pave,CulDSac,RRAn,Norm,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,841,GasA,Ex,Y,SBrkr,892,783,0,1675,0,0,2,1,TA,7,1,BuiltIn,1999,Fin,2,502,Y,0,103,0,0,0,0,NA,6,2009,WD,Normal,181000
1262,80,9600,Pave,Inside,Norm,Norm,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,0,0,1,1,TA,5,0,Attchd,1956,Unf,1,338,Y,0,0,0,0,0,0,NA,6,2009,WD,Normal,128900
1263,NA,11250,Pave,Inside,Norm,Norm,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1,0,1,1,TA,8,2,Attchd,1957,Unf,1,304,Y,120,0,0,0,0,0,NA,11,2009,WD,Normal,161500
1264,60,13515,Pave,Inside,Norm,Norm,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,PConc,TA,TA,No,764,GasA,Ex,Y,FuseA,1060,764,0,1824,0,0,1,1,TA,8,1,Detchd,1940,Unf,2,520,N,0,0,126,0,0,0,GdPrv,7,2007,WD,Normal,180500
1265,34,4060,Pave,Inside,Norm,Norm,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,1405,GasA,Ex,Y,SBrkr,1337,0,0,1337,1,0,2,1,Gd,5,0,Attchd,1998,Fin,2,511,Y,144,68,0,0,0,0,NA,8,2008,COD,Abnorml,181000
1266,35,3735,Pave,FR3,Norm,Norm,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,PConc,Gd,TA,No,691,GasA,Ex,Y,SBrkr,713,739,0,1452,1,0,2,1,Gd,6,0,Detchd,1999,Unf,2,506,Y,0,34,0,0,0,0,NA,3,2006,WD,Normal,183900
1267,60,10120,Pave,Inside,Feedr,Norm,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,No,925,GasA,TA,N,FuseF,964,925,0,1889,0,0,1,2,TA,9,1,Detchd,1960,Unf,1,308,N,0,0,264,0,0,0,MnPrv,1,2007,WD,Normal,122000
1268,89,13214,Pave,Inside,Norm,Norm,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,PConc,Ex,TA,Gd,2002,GasA,Ex,Y,SBrkr,2018,0,0,2018,0,0,2,1,Ex,10,1,Attchd,2009,Fin,3,746,Y,144,76,0,0,0,0,NA,5,2010,WD,Normal,378500
1269,NA,14100,Pave,Inside,Norm,Norm,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,CBlock,TA,TA,Mn,728,GasA,Ex,Y,SBrkr,1968,1479,0,3447,0,0,3,1,Gd,11,2,BuiltIn,1982,Unf,3,1014,Y,314,12,0,0,0,0,GdWo,5,2008,WD,Normal,381000
1270,78,11344,Pave,Inside,Feedr,Norm,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,874,GasW,TA,Y,FuseA,874,650,0,1524,0,0,1,1,TA,7,0,Attchd,1958,Unf,1,315,Y,0,0,0,0,0,0,GdWo,7,2007,WD,Normal,144000
1271,NA,23595,Pave,Inside,Norm,Norm,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,PConc,Gd,TA,Gd,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,2,0,0,1,Gd,4,1,Attchd,1979,Fin,2,586,Y,268,0,0,0,0,0,NA,4,2010,WD,Normal,260000
1272,NA,9156,Pave,Inside,PosN,Norm,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,CBlock,TA,TA,No,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,0,0,2,1,Gd,7,1,Attchd,1968,RFn,2,462,Y,0,0,0,0,0,0,NA,8,2009,WD,Normal,185750
1273,NA,13526,Pave,CulDSac,Norm,Norm,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,CBlock,TA,TA,No,935,GasA,TA,Y,SBrkr,935,0,0,935,1,0,1,1,TA,5,0,Attchd,1965,Unf,1,288,Y,180,0,0,0,0,0,MnPrv,11,2006,WD,Normal,137000
1274,124,11512,Pave,Corner,Norm,Norm,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,CBlock,TA,TA,Av,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1,0,1,1,Ex,5,1,Basment,1959,RFn,1,312,Y,0,0,0,0,163,0,GdPrv,5,2008,WD,Normal,177000
1275,53,5362,Pave,Corner,Norm,Norm,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,PConc,TA,TA,No,661,GasA,Ex,Y,SBrkr,661,589,0,1250,0,0,2,1,TA,8,1,Detchd,1985,Unf,2,552,Y,242,0,81,0,0,0,NA,11,2007,WD,Normal,139000
1276,95,11345,Pave,Corner,Feedr,Norm,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,CBlock,TA,TA,No,928,GasA,Gd,Y,FuseA,928,992,0,1920,0,0,2,2,TA,10,0,Detchd,1948,Unf,2,400,Y,0,0,0,0,0,0,NA,7,2007,WD,Normal,137000
1277,NA,12936,Pave,CulDSac,Norm,Norm,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,CBlock,TA,Gd,No,723,GasA,TA,Y,SBrkr,735,660,0,1395,0,1,1,1,TA,6,1,Attchd,1972,Unf,2,497,Y,294,116,0,0,0,0,NA,12,2009,WD,Normal,162000
1278,NA,17871,Pave,CulDSac,Norm,Norm,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Av,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,TA,7,1,Attchd,1967,RFn,2,480,Y,0,0,0,0,0,0,NA,6,2009,WD,Normal,197900
1279,75,9473,Pave,Inside,Norm,Norm,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1128,GasA,Ex,Y,SBrkr,1128,903,0,2031,1,0,2,1,Gd,7,1,Attchd,2002,RFn,2,577,Y,0,211,0,0,0,0,NA,3,2008,WD,Normal,237000
1280,60,7500,Pave,Inside,Norm,Norm,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,698,GasA,TA,Y,FuseA,698,430,0,1128,0,0,1,1,TA,6,0,Detchd,1980,RFn,2,528,Y,30,0,164,0,0,0,NA,4,2010,COD,Abnorml,68400
1281,67,9808,Pave,Inside,Norm,Norm,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,No,1573,GasA,Ex,Y,SBrkr,1573,0,0,1573,1,0,2,1,Gd,6,0,Attchd,2002,RFn,2,544,Y,0,72,0,0,0,0,NA,3,2009,WD,Normal,227000
1282,50,8049,Pave,CulDSac,Norm,Norm,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,No,1309,GasA,TA,Y,SBrkr,1339,0,0,1339,1,0,2,1,TA,6,1,Attchd,1990,Fin,2,484,Y,0,58,0,0,90,0,NA,7,2006,WD,Normal,180000
1283,61,8800,Pave,Inside,Norm,Norm,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,CBlock,Gd,TA,Mn,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,0,0,2,1,Gd,5,0,Detchd,1977,Unf,2,484,Y,0,0,0,0,288,0,NA,9,2009,WD,Normal,150500
1284,94,9400,Pave,Corner,Norm,Norm,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,CBlock,TA,TA,Av,912,GasA,TA,Y,SBrkr,912,912,0,1824,0,0,2,2,TA,8,0,NA,NA,NA,0,0,Y,128,0,0,0,0,0,NA,4,2010,WD,Normal,139000
1285,50,9638,Pave,Inside,Feedr,Norm,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,PConc,TA,TA,No,804,GasA,Ex,Y,SBrkr,1699,748,0,2447,0,0,2,1,Gd,10,1,Detchd,1969,Unf,1,336,Y,272,0,42,0,116,0,NA,3,2010,WD,Normal,169000
1286,50,6000,Pave,Inside,Norm,Norm,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,TA,TA,No,780,GasA,Ex,Y,FuseF,825,587,0,1412,0,0,1,1,TA,6,1,Detchd,1939,Unf,1,280,Y,45,0,0,0,0,0,NA,5,2009,WD,Normal,132500
1287,NA,9790,Pave,Inside,Feedr,Norm,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,No,1328,GasA,TA,Y,SBrkr,1328,0,0,1328,1,0,1,1,TA,6,2,Attchd,1963,Unf,2,528,Y,0,26,0,0,0,0,NA,6,2010,WD,Normal,143000
1288,NA,36500,Pave,Inside,Norm,Norm,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,TA,TA,Av,1624,GasA,Fa,Y,SBrkr,1582,0,0,1582,0,1,2,1,TA,7,0,Attchd,1964,Unf,2,390,N,168,198,0,0,0,0,NA,6,2006,WD,Normal,190000
1289,40,5664,Pave,Inside,Norm,Norm,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,PConc,Gd,TA,No,1501,GasA,Ex,Y,SBrkr,1659,0,0,1659,1,0,2,1,Ex,5,1,Attchd,2000,Fin,2,499,Y,212,59,0,0,0,0,NA,10,2009,WD,Normal,278000
1290,86,11065,Pave,Inside,Norm,Norm,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Gd,TA,Mn,1085,GasA,Ex,Y,SBrkr,1120,850,0,1970,0,0,2,1,Ex,8,1,BuiltIn,2006,Fin,3,753,Y,177,74,0,0,0,0,NA,10,2006,New,Partial,281000
1291,NA,14112,Pave,Corner,Norm,Norm,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,PConc,TA,TA,Av,1152,GasA,TA,Y,SBrkr,1152,0,0,1152,1,0,1,1,TA,6,1,Attchd,1964,RFn,2,484,Y,227,0,0,0,0,0,NA,4,2010,WD,Normal,180500
1292,21,1680,Pave,Inside,Norm,Norm,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,CBlock,TA,TA,No,630,GasA,TA,Y,SBrkr,630,672,0,1302,0,0,2,1,TA,6,0,Detchd,1972,Unf,1,264,Y,185,0,0,0,0,0,NA,2,2009,WD,Normal,119500
1293,60,6600,Pave,Corner,Norm,Norm,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,TA,TA,No,994,GasA,TA,N,SBrkr,1378,994,0,2372,0,0,2,2,TA,11,0,Attchd,1985,RFn,1,432,Y,0,287,0,0,0,0,NA,12,2009,WD,Normal,107500
1294,78,10140,Pave,Inside,Norm,Norm,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,PConc,Gd,TA,No,832,GasA,TA,Y,SBrkr,832,832,0,1664,0,0,2,1,TA,8,1,Attchd,1976,RFn,2,528,Y,0,28,0,0,259,0,GdWo,3,2006,WD,Normal,162900
1295,60,8172,Pave,Inside,Norm,Norm,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,CBlock,TA,TA,No,864,GasA,TA,Y,SBrkr,864,0,0,864,1,0,1,1,TA,5,0,Detchd,1957,Unf,2,572,N,0,0,0,0,0,0,NA,4,2006,WD,Normal,115000
1296,70,8400,Pave,Inside,Feedr,Norm,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,CBlock,TA,TA,Av,1052,GasA,Gd,Y,SBrkr,1052,0,0,1052,1,0,1,1,TA,5,0,Attchd,1968,RFn,1,288,Y,356,0,0,0,0,0,GdWo,11,2006,WD,Normal,138500
1297,80,8700,Pave,Inside,Norm,Norm,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,CBlock,TA,TA,Mn,1120,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,2,1,TA,6,0,Attchd,1963,RFn,2,525,Y,192,20,123,0,0,0,MnPrv,12,2008,WD,Normal,155000
